movieid,6< & <=12,<=2,12< & <=18,2< & <=6,Augusta Daniel,>18,Joseph Brooks,Action,Adventure,Animation,Anime,Biography,Comedy,Crime,Documentary,Drama,Faith & spirituality,Fantasy,Foreign,Gay & lesbian,Health & wellness,History,Holiday,Horror,Kids & family,Lgbtq+,Music,Musical,Mystery & thriller,Nature,News,Other,Romance,Sci-fi,Short,Sports,Sports & fitness,Stand-up,Variety,War,Western,audienceScore,runtimeMinutes,rating,have_rating,ratingContents
ferris_bueller_marty_mcfly_courageous_bruce_wayne,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,68.5,110.0,['R'],True,"['Terror', 'Some Language', 'Violence']"
ferris_bueller_marty_mcfly_dracula_james_t._kirk,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,107.0,['R'],True,"['Sexuality', 'Sequences of Strong Violence', 'Language', 'Some Drug Use']"
ferris_bueller_michael_corleone_forrest_gump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,74.0,,False,
ferris_bueller_morpheus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,119.0,,False,
ferris_bueller_mystery_hidden_mr._miyagi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,98.0,,False,
ferris_bueller_mystery_whimsical_vito_corleone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61.0,141.0,,False,
ferris_bueller_mystique_spectacular,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.41388941518252,88.0,,False,
ferris_bueller_phenomenal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,90.0,,False,
ferris_bueller_phenomenal_radiant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0,116.0,['R'],True,"['War Images', 'Sexuality']"
ferris_bueller_pirate_tony_stark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,106.0,,False,
ferris_bueller_quench_scarlett_o'hara,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75.0,89.0,,False,
ferris_bueller_quest_gandalf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,102.0,['R'],True,"['Violence', 'Drug Use', 'Sexual Content', 'Pervasive Language']"
ferris_bueller_rick_blaine_surreal_mystique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,105.0,,False,
ferris_bueller_riddle_hiccup,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,91.0,,False,
ferris_bueller_rocky_balboa_ethereal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,86.0,,False,
ferris_bueller_rocky_balboa_james_bond_hulk,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,97.0,['PG'],True,"['Mild Action', 'Impolite Humor', 'Thematic Elements']"
ferris_bueller_rocky_balboa_the_terminator,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,137.0,,False,
ferris_bueller_scarlett_o'hara_forrest_gump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,104.1128464385664,,False,
ferris_bueller_scarlett_o'hara_hannibal_lecter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57.0,100.0,['PG-13'],True,"['Drinking', 'Bullying', 'Some Violent Images', 'Language', 'Mature Thematic Content', 'Sexuality']"
ferris_bueller_scarlett_o'hara_surreal_tony_stark,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,102.0,,False,
ferris_bueller_sherlock_holmes_celestial_katniss_everdeen,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.0,86.0,,False,
ferris_bueller_sherlock_holmes_radiant_vito_corleone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,97.0,['R'],True,"['Gruesome Images', 'Drug Use', 'Strong Horror Violence', 'Language', 'Sexuality', 'Strong Gore']"
ferris_bueller_sherlock_holmes_vivid_jack_sparrow,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72.0,109.0,,False,
ferris_bueller_spectacular_edward_scissorhands,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,109.0,['R'],True,"['Graphic Nudity', 'Brief Drug Material', 'Language']"
ferris_bueller_stardust_legend_rocky_balboa,0,4,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28.666666666666668,91.5,,False,
ferris_bueller_starlight,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,112.0,,False,
ferris_bueller_starlight_mystic_harmony,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,111.0,,False,
ferris_bueller_surreal_donnie_darko_holly_golightly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,81.0,,False,
ferris_bueller_t-800_hermione_granger_darth_vader,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,84.0,['R'],True,"['Graphic Nudity and Dialogue', 'Drug Use', 'Language', 'Sexual Content', 'Strong Violence']"
ferris_bueller_t-800_legendary,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52.0,136.0,['PG-13'],True,"['Disturbing Violent Images', 'Disturbing Violent Content', 'Mature Thematic Material', 'Some Language']"
ferris_bueller_tony_montana_ferris_bueller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.0,92.0,,False,
ferris_bueller_travis_bickle_rick_blaine_ellis_redding,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.0,121.0,,False,
ferris_bueller_trinity,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,123.0,['PG-13'],True,"['Some Language', 'Exotic Dancing']"
ferris_bueller_tyler_durden_luke_skywalker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,114.0,,False,
ferris_bueller_v,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,63.75,94.83333333333333,,False,
ferris_bueller_v_quest,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0,109.0,,False,
ferris_bueller_valley_james_bond_luke_skywalker,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,91.0,,False,
ferris_bueller_velvet,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,75.0,,False,
ferris_bueller_velvet_james_bond,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.0,68.0,,False,
ferris_bueller_vito_corleone_whirlwind_forrest_gump,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,104.1128464385664,,False,
ferris_bueller_wanderer,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,102.0,,False,
ferris_bueller_whimsical_surreal_luke_skywalker,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,106.5,,False,
ferris_bueller_whispering_v_courageous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0,96.0,,False,
ferris_bueller_willy_wonka_wolverine_astonish,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,97.0,['R'],True,"['Language', 'A Scene of Sexuality']"
ferris_bueller_witch_moonlit_miracle,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,88.5,153.5,['PG-13'],True,"['Some Strong Violence', 'Brief Smoking', 'Strong Language', 'Suggestive Material', 'Thematic Content']"
ferris_bueller_wolverine_luke_skywalker_the_joker,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,99.0,,False,
ferris_bueller_zephyr_valiant_labyrinth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,109.0,,False,
forrest_gump_anakin_skywalker_hannibal_lecter_treasure,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,104.0,['PG'],True,"['Mild Language', 'Some Thematic Elements']"
forrest_gump_annie_hall_darth_vader_holly_golightly,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,125.0,['PG-13'],True,"['Innuendo', 'Action/Violence', 'Intense Action Sequences', 'Sexuality']"
forrest_gump_annie_hall_gandalf_tony_stark,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,106.0,,False,
forrest_gump_aurora_marvelous,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70.0,115.0,['PG-13'],True,"['Intense Stylized Action', 'Brief Partial Nudity']"
forrest_gump_beneath_darth_vader,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,104.0,,False,
forrest_gump_beneath_witch_don_vito_corleone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,88.0,,False,
forrest_gump_black_widow_captain_jack_sparrow,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,120.0,,False,
forrest_gump_black_widow_enchanted,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,110.5,['R'],True,"['Some Language', 'Images of Violence']"
forrest_gump_black_widow_stardust,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73.0,162.0,['R'],True,"['Nudity', 'Graphic Violence', 'Some Sexuality']"
forrest_gump_brave_ferris_bueller_dream,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,51.0,98.66666666666667,,False,
forrest_gump_brave_the_terminator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,107.0,['PG'],True,"['Smoking', 'Thematic Material']"
forrest_gump_bruce_wayne,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,88.0,,False,
forrest_gump_bruce_wayne_myth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,104.0,,False,
forrest_gump_captain_america_captain_jack_sparrow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20.0,85.0,,False,
forrest_gump_captain_america_don_vito_corleone,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,93.0,116.0,,False,
forrest_gump_captain_america_miracle_magic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,100.0,['R'],True,"['Some Sexuality', 'Nudity', 'Language']"
forrest_gump_captain_america_witch,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56.333333333333336,79.66666666666667,,False,
forrest_gump_celestial_quench,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,84.0,,False,
forrest_gump_chronicles_e.t.,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,66.0,98.0,['R'],True,['Language']
forrest_gump_crystal_aurora_illusion,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.5,105.0,['R'],True,"['Violence', 'Brief Nudity']"
forrest_gump_crystal_wanderer,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,86.0,,False,
forrest_gump_darth_vader_emerald,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45.5,102.5,['R' 'TV14'],True,"['Some Sexuality', 'Language', 'Some Violence', 'V', 'S', 'D']"
forrest_gump_darth_vader_katniss_everdeen_indiana_jones,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23.0,90.0,['R'],True,"['Language Throughout', 'Brief Bloody Images']"
forrest_gump_darth_vader_rocky_balboa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.666585907530795,102.0,,False,
forrest_gump_darth_vader_terminator_e.t.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,97.0,['R'],True,['Violent and Disturbing Images']
forrest_gump_darth_vader_tony_montana_gandalf,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,93.0,,False,
forrest_gump_dazzling_darth_vader_sapphire,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,58.5,128.0,['PG-13'],True,"['Sexual Content', 'Partial Nudity', 'Some Disturbing Images', 'Thematic Elements', 'Violence']"
forrest_gump_destiny_holly_golightly,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60.0,100.0,,False,
forrest_gump_don_vito_corleone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,104.1128464385664,,False,
forrest_gump_donnie_darko_pirate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44.0,88.0,,False,
forrest_gump_dorothy_gale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,91.0,['R'],True,"['Language', 'Some Nudity', 'Sexual Content']"
forrest_gump_dorothy_gale_brave,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5,91.33333333333333,,False,
forrest_gump_dorothy_gale_trinity_wondrous,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,138.0,['PG-13'],True,"['Some Strong Language', 'Prolonged Sequences of Action', 'Suggestive Material', 'Violence']"
forrest_gump_dragon_crown_indiana_jones,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,83.0,['R'],True,['Language and Brief Nudity']
forrest_gump_eclipse_gollum,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.0,109.5,['R'],True,"['Language', 'Brief Sexuality/Nudity', 'Some Strong Violence']"
forrest_gump_edward_scissorhands_dorothy_gale,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68.0,95.5,,False,
forrest_gump_elegant,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,85.5,['PG-13'],True,"['Thematic Elements', 'Brief Disturbing Images']"
forrest_gump_elegant_crimson,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,101.0,,False,
forrest_gump_ellen_ripley,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.0,95.0,['R'],True,"['Language', 'Drug Use', 'Some Strong Sexuality', 'Violence']"
forrest_gump_ellen_ripley_katniss_everdeen_willy_wonka,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.41388941518252,90.0,,False,
forrest_gump_ellen_ripley_luke_skywalker,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.0,90.0,['PG'],True,"['Some Mild Peril', 'Rude Humor']"
forrest_gump_emerald_bruce_wayne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,106.0,['PG'],True,"['Some Thematic Material', 'An Intense Accident Sequence']"
forrest_gump_emerald_scarlett_o'hara,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.0,130.0,['PG-13'],True,"['Some Violence', 'Action']"
forrest_gump_enchanted_dorothy_gale_jon_snow,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,93.0,['R'],True,"['Sexual Content', 'Language']"
forrest_gump_enthralling_forrest_gump_fortune,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.0,112.0,['PG-13'],True,['Sexual Material and Language']
forrest_gump_enthralling_fortune,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,91.0,['PG'],True,"['A Suggestive Reference', 'Thematic Elements', 'Mild Language']"
forrest_gump_enthralling_island_velvet,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,32.0,113.0,,False,
forrest_gump_eon_destiny,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,90.0,['R'],True,['Some Language']
forrest_gump_eon_hermione_granger_velvet,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,98.0,,False,
forrest_gump_epic,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.0,93.5,['PG'],True,"['Some Thematic Elements', 'Mild Peril', 'Brief Language']"
forrest_gump_epic_captain_america,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,56.0,['R'],True,"['Sexuality', 'Language', 'Drug Use', 'Violence']"
forrest_gump_epic_galaxy,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,94.0,,False,
forrest_gump_epic_heroic,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62.0,124.0,,False,
forrest_gump_epic_indiana_jones,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,,False,
forrest_gump_epic_quench_hannibal_lecter,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,91.0,,False,
forrest_gump_epic_wonder,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,102.0,['R'],True,"['Some Sexual References', 'Language Throughout']"
forrest_gump_escape_the_joker,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,90.0,['PG'],True,"['Suggestive Remarks', 'Some Language', 'A Drug Reference']"
forrest_gump_ethereal_intrigue_don_vito_corleone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.0,111.0,,False,
forrest_gump_ethereal_michael_corleone_annie_hall,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,125.0,,False,
forrest_gump_ethereal_sorcerer,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.0,92.0,['R'],True,"['Sexual Material', 'Drinking', 'Language Throughout', 'Drug Content']"
forrest_gump_fantastic_adventure,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,112.0,,False,
