id,sentiment
9376,NEGATIVE
9377,NEGATIVE
9378,NEGATIVE
9379,NEGATIVE
9380,NEGATIVE
9381,NEGATIVE
9382,NEGATIVE
9383,NEGATIVE
9384,NEGATIVE
9385,NEGATIVE
9386,NEGATIVE
9387,NEGATIVE
9388,NEGATIVE
9389,NEGATIVE
9390,NEGATIVE
9391,NEGATIVE
9392,NEGATIVE
9393,NEGATIVE
9394,NEGATIVE
9395,NEGATIVE
9396,NEGATIVE
9397,NEGATIVE
9398,NEGATIVE
9399,NEGATIVE
9400,NEGATIVE
9401,NEGATIVE
9402,NEGATIVE
9403,NEGATIVE
9404,NEGATIVE
9405,NEGATIVE
9406,NEGATIVE
9407,NEGATIVE
9408,NEGATIVE
9409,NEGATIVE
9410,NEGATIVE
9411,NEGATIVE
9412,NEGATIVE
9413,NEGATIVE
9414,NEGATIVE
9415,NEGATIVE
9416,NEGATIVE
9417,NEGATIVE
9418,NEGATIVE
9419,NEGATIVE
9420,NEGATIVE
9421,NEGATIVE
9422,NEGATIVE
9423,NEGATIVE
9424,NEGATIVE
9425,NEGATIVE
9426,NEGATIVE
9427,NEGATIVE
9428,NEGATIVE
9429,NEGATIVE
9430,NEGATIVE
9431,NEGATIVE
9432,NEGATIVE
9433,NEGATIVE
9434,NEGATIVE
9435,NEGATIVE
9436,NEGATIVE
9437,NEGATIVE
9438,NEGATIVE
9439,NEGATIVE
9440,NEGATIVE
9441,NEGATIVE
9442,NEGATIVE
9443,NEGATIVE
9444,NEGATIVE
9445,NEGATIVE
9446,NEGATIVE
9447,NEGATIVE
9448,NEGATIVE
9449,NEGATIVE
9450,NEGATIVE
9451,NEGATIVE
9452,NEGATIVE
9453,NEGATIVE
9454,NEGATIVE
9455,NEGATIVE
9456,NEGATIVE
9457,NEGATIVE
9458,NEGATIVE
9459,NEGATIVE
9460,NEGATIVE
9461,NEGATIVE
9462,NEGATIVE
9463,NEGATIVE
9464,NEGATIVE
9465,NEGATIVE
9466,NEGATIVE
9467,NEGATIVE
9468,NEGATIVE
9469,NEGATIVE
9470,NEGATIVE
9471,NEGATIVE
9472,NEGATIVE
9473,NEGATIVE
9474,NEGATIVE
9475,NEGATIVE
9476,NEGATIVE
9477,NEGATIVE
9478,NEGATIVE
9479,NEGATIVE
9480,NEGATIVE
9481,NEGATIVE
9482,NEGATIVE
9483,NEGATIVE
9484,NEGATIVE
9485,NEGATIVE
9486,NEGATIVE
9487,NEGATIVE
9488,NEGATIVE
9489,NEGATIVE
9490,NEGATIVE
9491,NEGATIVE
9492,NEGATIVE
9493,NEGATIVE
9494,NEGATIVE
9495,NEGATIVE
9496,NEGATIVE
9497,NEGATIVE
9498,NEGATIVE
9499,NEGATIVE
9500,NEGATIVE
9501,NEGATIVE
9502,NEGATIVE
9503,NEGATIVE
9504,NEGATIVE
9505,NEGATIVE
9506,NEGATIVE
9507,NEGATIVE
9508,NEGATIVE
9509,NEGATIVE
9510,NEGATIVE
9511,NEGATIVE
9512,NEGATIVE
9513,NEGATIVE
9514,NEGATIVE
9515,NEGATIVE
9516,NEGATIVE
9517,NEGATIVE
9518,NEGATIVE
9519,NEGATIVE
9520,NEGATIVE
9521,NEGATIVE
9522,NEGATIVE
9523,NEGATIVE
9524,NEGATIVE
9525,NEGATIVE
9526,NEGATIVE
9527,NEGATIVE
9528,NEGATIVE
9529,NEGATIVE
9530,NEGATIVE
9531,NEGATIVE
9532,NEGATIVE
9533,NEGATIVE
9534,NEGATIVE
9535,NEGATIVE
9536,NEGATIVE
9537,NEGATIVE
9538,NEGATIVE
9539,NEGATIVE
9540,NEGATIVE
9541,NEGATIVE
9542,NEGATIVE
9543,NEGATIVE
9544,NEGATIVE
9545,NEGATIVE
9546,NEGATIVE
9547,NEGATIVE
9548,NEGATIVE
9549,NEGATIVE
9550,NEGATIVE
9551,NEGATIVE
9552,NEGATIVE
9553,NEGATIVE
9554,NEGATIVE
9555,NEGATIVE
9556,NEGATIVE
9557,NEGATIVE
9558,NEGATIVE
9559,NEGATIVE
9560,NEGATIVE
9561,NEGATIVE
9562,NEGATIVE
9563,NEGATIVE
9564,NEGATIVE
9565,NEGATIVE
9566,NEGATIVE
9567,NEGATIVE
9568,NEGATIVE
9569,NEGATIVE
9570,NEGATIVE
9571,NEGATIVE
9572,NEGATIVE
9573,NEGATIVE
9574,NEGATIVE
9575,NEGATIVE
9576,NEGATIVE
9577,NEGATIVE
9578,NEGATIVE
9579,NEGATIVE
9580,NEGATIVE
9581,NEGATIVE
9582,NEGATIVE
9583,NEGATIVE
9584,NEGATIVE
9585,NEGATIVE
9586,NEGATIVE
9587,NEGATIVE
9588,NEGATIVE
9589,NEGATIVE
9590,NEGATIVE
9591,NEGATIVE
9592,NEGATIVE
9593,NEGATIVE
9594,NEGATIVE
9595,NEGATIVE
9596,NEGATIVE
9597,NEGATIVE
9598,NEGATIVE
9599,NEGATIVE
9600,NEGATIVE
9601,NEGATIVE
9602,NEGATIVE
9603,NEGATIVE
9604,NEGATIVE
9605,NEGATIVE
9606,NEGATIVE
9607,NEGATIVE
9608,NEGATIVE
9609,NEGATIVE
9610,NEGATIVE
9611,NEGATIVE
9612,NEGATIVE
9613,NEGATIVE
9614,NEGATIVE
9615,NEGATIVE
9616,NEGATIVE
9617,NEGATIVE
9618,NEGATIVE
9619,NEGATIVE
9620,NEGATIVE
9621,NEGATIVE
9622,NEGATIVE
9623,NEGATIVE
9624,NEGATIVE
9625,NEGATIVE
9626,NEGATIVE
9627,NEGATIVE
9628,NEGATIVE
9629,NEGATIVE
9630,NEGATIVE
9631,NEGATIVE
9632,NEGATIVE
9633,NEGATIVE
9634,NEGATIVE
9635,NEGATIVE
9636,NEGATIVE
9637,NEGATIVE
9638,NEGATIVE
9639,NEGATIVE
9640,NEGATIVE
9641,NEGATIVE
9642,NEGATIVE
9643,NEGATIVE
9644,NEGATIVE
9645,NEGATIVE
9646,NEGATIVE
9647,NEGATIVE
9648,NEGATIVE
9649,NEGATIVE
9650,NEGATIVE
9651,NEGATIVE
9652,NEGATIVE
9653,NEGATIVE
9654,NEGATIVE
9655,NEGATIVE
9656,NEGATIVE
9657,NEGATIVE
9658,NEGATIVE
9659,NEGATIVE
9660,NEGATIVE
9661,NEGATIVE
9662,NEGATIVE
9663,NEGATIVE
9664,NEGATIVE
9665,NEGATIVE
9666,NEGATIVE
9667,NEGATIVE
9668,NEGATIVE
9669,NEGATIVE
9670,NEGATIVE
9671,NEGATIVE
9672,NEGATIVE
9673,NEGATIVE
9674,NEGATIVE
9675,NEGATIVE
9676,NEGATIVE
9677,NEGATIVE
9678,NEGATIVE
9679,NEGATIVE
9680,NEGATIVE
9681,NEGATIVE
9682,NEGATIVE
9683,NEGATIVE
9684,NEGATIVE
9685,NEGATIVE
9686,NEGATIVE
9687,NEGATIVE
9688,NEGATIVE
9689,NEGATIVE
9690,NEGATIVE
9691,NEGATIVE
9692,NEGATIVE
9693,NEGATIVE
9694,NEGATIVE
9695,NEGATIVE
9696,NEGATIVE
9697,NEGATIVE
9698,NEGATIVE
9699,NEGATIVE
9700,NEGATIVE
9701,NEGATIVE
9702,NEGATIVE
9703,NEGATIVE
9704,NEGATIVE
9705,NEGATIVE
9706,NEGATIVE
9707,NEGATIVE
9708,NEGATIVE
9709,NEGATIVE
9710,NEGATIVE
9711,NEGATIVE
9712,NEGATIVE
9713,NEGATIVE
9714,NEGATIVE
9715,NEGATIVE
9716,NEGATIVE
9717,NEGATIVE
9718,NEGATIVE
9719,NEGATIVE
9720,NEGATIVE
9721,NEGATIVE
9722,NEGATIVE
9723,NEGATIVE
9724,NEGATIVE
9725,NEGATIVE
9726,NEGATIVE
9727,NEGATIVE
9728,NEGATIVE
9729,NEGATIVE
9730,NEGATIVE
9731,NEGATIVE
9732,NEGATIVE
9733,NEGATIVE
9734,NEGATIVE
9735,NEGATIVE
9736,NEGATIVE
9737,NEGATIVE
9738,NEGATIVE
9739,NEGATIVE
9740,NEGATIVE
9741,NEGATIVE
9742,NEGATIVE
9743,NEGATIVE
9744,NEGATIVE
9745,NEGATIVE
9746,NEGATIVE
9747,NEGATIVE
9748,NEGATIVE
9749,NEGATIVE
9750,NEGATIVE
9751,NEGATIVE
9752,NEGATIVE
9753,NEGATIVE
9754,NEGATIVE
9755,NEGATIVE
9756,NEGATIVE
9757,NEGATIVE
9758,NEGATIVE
9759,NEGATIVE
9760,NEGATIVE
9761,NEGATIVE
9762,NEGATIVE
9763,NEGATIVE
9764,NEGATIVE
9765,NEGATIVE
9766,NEGATIVE
9767,NEGATIVE
9768,NEGATIVE
9769,NEGATIVE
9770,NEGATIVE
9771,NEGATIVE
9772,NEGATIVE
9773,NEGATIVE
9774,NEGATIVE
9775,NEGATIVE
9776,NEGATIVE
9777,NEGATIVE
9778,NEGATIVE
9779,NEGATIVE
9780,NEGATIVE
9781,NEGATIVE
9782,NEGATIVE
9783,NEGATIVE
9784,NEGATIVE
9785,NEGATIVE
9786,NEGATIVE
9787,NEGATIVE
9788,NEGATIVE
9789,NEGATIVE
9790,NEGATIVE
9791,NEGATIVE
9792,NEGATIVE
9793,NEGATIVE
9794,NEGATIVE
9795,NEGATIVE
9796,NEGATIVE
9797,NEGATIVE
9798,NEGATIVE
9799,NEGATIVE
9800,NEGATIVE
9801,NEGATIVE
9802,NEGATIVE
9803,NEGATIVE
9804,NEGATIVE
9805,NEGATIVE
9806,NEGATIVE
9807,NEGATIVE
9808,NEGATIVE
9809,NEGATIVE
9810,NEGATIVE
9811,NEGATIVE
9812,NEGATIVE
9813,NEGATIVE
9814,NEGATIVE
9815,NEGATIVE
9816,NEGATIVE
9817,NEGATIVE
9818,NEGATIVE
9819,NEGATIVE
9820,NEGATIVE
9821,NEGATIVE
9822,NEGATIVE
9823,NEGATIVE
9824,NEGATIVE
9825,NEGATIVE
9826,NEGATIVE
9827,NEGATIVE
9828,NEGATIVE
9829,NEGATIVE
9830,NEGATIVE
9831,NEGATIVE
9832,NEGATIVE
9833,NEGATIVE
9834,NEGATIVE
9835,NEGATIVE
9836,NEGATIVE
9837,NEGATIVE
9838,NEGATIVE
9839,NEGATIVE
9840,NEGATIVE
9841,NEGATIVE
9842,NEGATIVE
9843,NEGATIVE
9844,NEGATIVE
9845,NEGATIVE
9846,NEGATIVE
9847,NEGATIVE
9848,NEGATIVE
9849,NEGATIVE
9850,NEGATIVE
9851,NEGATIVE
9852,NEGATIVE
9853,NEGATIVE
9854,NEGATIVE
9855,NEGATIVE
9856,NEGATIVE
9857,NEGATIVE
9858,NEGATIVE
9859,NEGATIVE
9860,NEGATIVE
9861,NEGATIVE
9862,NEGATIVE
9863,NEGATIVE
9864,NEGATIVE
9865,NEGATIVE
9866,NEGATIVE
9867,NEGATIVE
9868,NEGATIVE
9869,NEGATIVE
9870,NEGATIVE
9871,NEGATIVE
9872,NEGATIVE
9873,NEGATIVE
9874,NEGATIVE
9875,NEGATIVE
9876,NEGATIVE
9877,NEGATIVE
9878,NEGATIVE
9879,NEGATIVE
9880,NEGATIVE
9881,NEGATIVE
9882,NEGATIVE
9883,NEGATIVE
9884,NEGATIVE
9885,NEGATIVE
9886,NEGATIVE
9887,NEGATIVE
9888,NEGATIVE
9889,NEGATIVE
9890,NEGATIVE
9891,NEGATIVE
9892,NEGATIVE
9893,NEGATIVE
9894,NEGATIVE
9895,NEGATIVE
9896,NEGATIVE
9897,NEGATIVE
9898,NEGATIVE
9899,NEGATIVE
9900,NEGATIVE
9901,NEGATIVE
9902,NEGATIVE
9903,NEGATIVE
9904,NEGATIVE
9905,NEGATIVE
9906,NEGATIVE
9907,NEGATIVE
9908,NEGATIVE
9909,NEGATIVE
9910,NEGATIVE
9911,NEGATIVE
9912,NEGATIVE
9913,NEGATIVE
9914,NEGATIVE
9915,NEGATIVE
9916,NEGATIVE
9917,NEGATIVE
9918,NEGATIVE
9919,NEGATIVE
9920,NEGATIVE
9921,NEGATIVE
9922,NEGATIVE
9923,NEGATIVE
9924,NEGATIVE
9925,NEGATIVE
9926,NEGATIVE
9927,NEGATIVE
9928,NEGATIVE
9929,NEGATIVE
9930,NEGATIVE
9931,NEGATIVE
9932,NEGATIVE
9933,NEGATIVE
9934,NEGATIVE
9935,NEGATIVE
9936,NEGATIVE
9937,NEGATIVE
9938,NEGATIVE
9939,NEGATIVE
9940,NEGATIVE
9941,NEGATIVE
9942,NEGATIVE
9943,NEGATIVE
9944,NEGATIVE
9945,NEGATIVE
9946,NEGATIVE
9947,NEGATIVE
9948,NEGATIVE
9949,NEGATIVE
9950,NEGATIVE
9951,NEGATIVE
9952,NEGATIVE
9953,NEGATIVE
9954,NEGATIVE
9955,NEGATIVE
9956,NEGATIVE
9957,NEGATIVE
9958,NEGATIVE
9959,NEGATIVE
9960,NEGATIVE
9961,NEGATIVE
9962,NEGATIVE
9963,NEGATIVE
9964,NEGATIVE
9965,NEGATIVE
9966,NEGATIVE
9967,NEGATIVE
9968,NEGATIVE
9969,NEGATIVE
9970,NEGATIVE
9971,NEGATIVE
9972,NEGATIVE
9973,NEGATIVE
9974,NEGATIVE
9975,NEGATIVE
9976,NEGATIVE
9977,NEGATIVE
9978,NEGATIVE
9979,NEGATIVE
9980,NEGATIVE
9981,NEGATIVE
9982,NEGATIVE
9983,NEGATIVE
9984,NEGATIVE
9985,NEGATIVE
9986,NEGATIVE
9987,NEGATIVE
9988,NEGATIVE
9989,NEGATIVE
9990,NEGATIVE
9991,NEGATIVE
9992,NEGATIVE
9993,NEGATIVE
9994,NEGATIVE
9995,NEGATIVE
9996,NEGATIVE
9997,NEGATIVE
9998,NEGATIVE
9999,NEGATIVE
10000,NEGATIVE
10001,NEGATIVE
10002,NEGATIVE
10003,NEGATIVE
10004,NEGATIVE
10005,NEGATIVE
10006,NEGATIVE
10007,NEGATIVE
10008,NEGATIVE
10009,NEGATIVE
10010,NEGATIVE
10011,NEGATIVE
10012,NEGATIVE
10013,NEGATIVE
10014,NEGATIVE
10015,NEGATIVE
10016,NEGATIVE
10017,NEGATIVE
10018,NEGATIVE
10019,NEGATIVE
10020,NEGATIVE
10021,NEGATIVE
10022,NEGATIVE
10023,NEGATIVE
10024,NEGATIVE
10025,NEGATIVE
10026,NEGATIVE
10027,NEGATIVE
10028,NEGATIVE
10029,NEGATIVE
10030,NEGATIVE
10031,NEGATIVE
10032,NEGATIVE
10033,NEGATIVE
10034,NEGATIVE
10035,NEGATIVE
10036,NEGATIVE
10037,NEGATIVE
10038,NEGATIVE
10039,NEGATIVE
10040,NEGATIVE
10041,NEGATIVE
10042,NEGATIVE
10043,NEGATIVE
10044,NEGATIVE
10045,NEGATIVE
10046,NEGATIVE
10047,NEGATIVE
10048,NEGATIVE
10049,NEGATIVE
10050,NEGATIVE
10051,NEGATIVE
10052,NEGATIVE
10053,NEGATIVE
10054,NEGATIVE
10055,NEGATIVE
10056,NEGATIVE
10057,NEGATIVE
10058,NEGATIVE
10059,NEGATIVE
10060,NEGATIVE
10061,NEGATIVE
10062,NEGATIVE
10063,NEGATIVE
10064,NEGATIVE
10065,NEGATIVE
10066,NEGATIVE
10067,NEGATIVE
10068,NEGATIVE
10069,NEGATIVE
10070,NEGATIVE
10071,NEGATIVE
10072,NEGATIVE
10073,NEGATIVE
10074,NEGATIVE
10075,NEGATIVE
10076,NEGATIVE
10077,NEGATIVE
10078,NEGATIVE
10079,NEGATIVE
10080,NEGATIVE
10081,NEGATIVE
10082,NEGATIVE
10083,NEGATIVE
10084,NEGATIVE
10085,NEGATIVE
10086,NEGATIVE
10087,NEGATIVE
10088,NEGATIVE
10089,NEGATIVE
10090,NEGATIVE
10091,NEGATIVE
10092,NEGATIVE
10093,NEGATIVE
10094,NEGATIVE
10095,NEGATIVE
10096,NEGATIVE
10097,NEGATIVE
10098,NEGATIVE
10099,NEGATIVE
10100,NEGATIVE
10101,NEGATIVE
10102,NEGATIVE
10103,NEGATIVE
10104,NEGATIVE
10105,NEGATIVE
10106,NEGATIVE
10107,NEGATIVE
10108,NEGATIVE
10109,NEGATIVE
10110,NEGATIVE
10111,NEGATIVE
10112,NEGATIVE
10113,NEGATIVE
10114,NEGATIVE
10115,NEGATIVE
10116,NEGATIVE
10117,NEGATIVE
10118,NEGATIVE
10119,NEGATIVE
10120,NEGATIVE
10121,NEGATIVE
10122,NEGATIVE
10123,NEGATIVE
10124,NEGATIVE
10125,NEGATIVE
10126,NEGATIVE
10127,NEGATIVE
10128,NEGATIVE
10129,NEGATIVE
10130,NEGATIVE
10131,NEGATIVE
10132,NEGATIVE
10133,NEGATIVE
10134,NEGATIVE
10135,NEGATIVE
10136,NEGATIVE
10137,NEGATIVE
10138,NEGATIVE
10139,NEGATIVE
10140,NEGATIVE
10141,NEGATIVE
10142,NEGATIVE
10143,NEGATIVE
10144,NEGATIVE
10145,NEGATIVE
10146,NEGATIVE
10147,NEGATIVE
10148,NEGATIVE
10149,NEGATIVE
10150,NEGATIVE
10151,NEGATIVE
10152,NEGATIVE
10153,NEGATIVE
10154,NEGATIVE
10155,NEGATIVE
10156,NEGATIVE
10157,NEGATIVE
10158,NEGATIVE
10159,NEGATIVE
10160,NEGATIVE
10161,NEGATIVE
10162,NEGATIVE
10163,NEGATIVE
10164,NEGATIVE
10165,NEGATIVE
10166,NEGATIVE
10167,NEGATIVE
10168,NEGATIVE
10169,NEGATIVE
10170,NEGATIVE
10171,NEGATIVE
10172,NEGATIVE
10173,NEGATIVE
10174,NEGATIVE
10175,NEGATIVE
10176,NEGATIVE
10177,NEGATIVE
10178,NEGATIVE
10179,NEGATIVE
10180,NEGATIVE
10181,NEGATIVE
10182,NEGATIVE
10183,NEGATIVE
10184,NEGATIVE
10185,NEGATIVE
10186,NEGATIVE
10187,NEGATIVE
10188,NEGATIVE
10189,NEGATIVE
10190,NEGATIVE
10191,NEGATIVE
10192,NEGATIVE
10193,NEGATIVE
10194,NEGATIVE
10195,NEGATIVE
10196,NEGATIVE
10197,NEGATIVE
10198,NEGATIVE
10199,NEGATIVE
10200,NEGATIVE
10201,NEGATIVE
10202,NEGATIVE
10203,NEGATIVE
10204,NEGATIVE
10205,NEGATIVE
10206,NEGATIVE
10207,NEGATIVE
10208,NEGATIVE
10209,NEGATIVE
10210,NEGATIVE
10211,NEGATIVE
10212,NEGATIVE
10213,NEGATIVE
10214,NEGATIVE
10215,NEGATIVE
10216,NEGATIVE
10217,NEGATIVE
10218,NEGATIVE
10219,NEGATIVE
10220,NEGATIVE
10221,NEGATIVE
10222,NEGATIVE
10223,NEGATIVE
10224,NEGATIVE
10225,NEGATIVE
10226,NEGATIVE
10227,NEGATIVE
10228,NEGATIVE
10229,NEGATIVE
10230,NEGATIVE
10231,NEGATIVE
10232,NEGATIVE
10233,NEGATIVE
10234,NEGATIVE
10235,NEGATIVE
10236,NEGATIVE
10237,NEGATIVE
10238,NEGATIVE
10239,NEGATIVE
10240,NEGATIVE
10241,NEGATIVE
10242,NEGATIVE
10243,NEGATIVE
10244,NEGATIVE
10245,NEGATIVE
10246,NEGATIVE
10247,NEGATIVE
10248,NEGATIVE
10249,NEGATIVE
10250,NEGATIVE
10251,NEGATIVE
10252,NEGATIVE
10253,NEGATIVE
10254,NEGATIVE
10255,NEGATIVE
10256,NEGATIVE
10257,NEGATIVE
10258,NEGATIVE
10259,NEGATIVE
10260,NEGATIVE
10261,NEGATIVE
10262,NEGATIVE
10263,NEGATIVE
10264,NEGATIVE
10265,NEGATIVE
10266,NEGATIVE
10267,NEGATIVE
10268,NEGATIVE
10269,NEGATIVE
10270,NEGATIVE
10271,NEGATIVE
10272,NEGATIVE
10273,NEGATIVE
10274,NEGATIVE
10275,NEGATIVE
10276,NEGATIVE
10277,NEGATIVE
10278,NEGATIVE
10279,NEGATIVE
10280,NEGATIVE
10281,NEGATIVE
10282,NEGATIVE
10283,NEGATIVE
10284,NEGATIVE
10285,NEGATIVE
10286,NEGATIVE
10287,NEGATIVE
10288,NEGATIVE
10289,NEGATIVE
10290,NEGATIVE
10291,NEGATIVE
10292,NEGATIVE
10293,NEGATIVE
10294,NEGATIVE
10295,NEGATIVE
10296,NEGATIVE
10297,NEGATIVE
10298,NEGATIVE
10299,NEGATIVE
10300,NEGATIVE
10301,NEGATIVE
10302,NEGATIVE
10303,NEGATIVE
10304,NEGATIVE
10305,NEGATIVE
10306,NEGATIVE
10307,NEGATIVE
10308,NEGATIVE
10309,NEGATIVE
10310,NEGATIVE
10311,NEGATIVE
10312,NEGATIVE
10313,NEGATIVE
10314,NEGATIVE
10315,NEGATIVE
10316,NEGATIVE
10317,NEGATIVE
10318,NEGATIVE
10319,NEGATIVE
10320,NEGATIVE
10321,NEGATIVE
10322,NEGATIVE
10323,NEGATIVE
10324,NEGATIVE
10325,NEGATIVE
10326,NEGATIVE
10327,NEGATIVE
10328,NEGATIVE
10329,NEGATIVE
10330,NEGATIVE
10331,NEGATIVE
10332,NEGATIVE
10333,NEGATIVE
10334,NEGATIVE
10335,NEGATIVE
10336,NEGATIVE
10337,NEGATIVE
10338,NEGATIVE
10339,NEGATIVE
10340,NEGATIVE
10341,NEGATIVE
10342,NEGATIVE
10343,NEGATIVE
10344,NEGATIVE
10345,NEGATIVE
10346,NEGATIVE
10347,NEGATIVE
10348,NEGATIVE
10349,NEGATIVE
10350,NEGATIVE
10351,NEGATIVE
10352,NEGATIVE
10353,NEGATIVE
10354,NEGATIVE
10355,NEGATIVE
10356,NEGATIVE
10357,NEGATIVE
10358,NEGATIVE
10359,NEGATIVE
10360,NEGATIVE
10361,NEGATIVE
10362,NEGATIVE
10363,NEGATIVE
10364,NEGATIVE
10365,NEGATIVE
10366,NEGATIVE
10367,NEGATIVE
10368,NEGATIVE
10369,NEGATIVE
10370,NEGATIVE
10371,NEGATIVE
10372,NEGATIVE
10373,NEGATIVE
10374,NEGATIVE
10375,NEGATIVE
10376,NEGATIVE
10377,NEGATIVE
10378,NEGATIVE
10379,NEGATIVE
10380,NEGATIVE
10381,NEGATIVE
10382,NEGATIVE
10383,NEGATIVE
10384,NEGATIVE
10385,NEGATIVE
10386,NEGATIVE
10387,NEGATIVE
10388,NEGATIVE
10389,NEGATIVE
10390,NEGATIVE
10391,NEGATIVE
10392,NEGATIVE
10393,NEGATIVE
10394,NEGATIVE
10395,NEGATIVE
10396,NEGATIVE
10397,NEGATIVE
10398,NEGATIVE
10399,NEGATIVE
10400,NEGATIVE
10401,NEGATIVE
10402,NEGATIVE
10403,NEGATIVE
10404,NEGATIVE
10405,NEGATIVE
10406,NEGATIVE
10407,NEGATIVE
10408,NEGATIVE
10409,NEGATIVE
10410,NEGATIVE
10411,NEGATIVE
10412,NEGATIVE
10413,NEGATIVE
10414,NEGATIVE
10415,NEGATIVE
10416,NEGATIVE
10417,NEGATIVE
10418,NEGATIVE
10419,NEGATIVE
10420,NEGATIVE
10421,NEGATIVE
10422,NEGATIVE
10423,NEGATIVE
10424,NEGATIVE
10425,NEGATIVE
10426,NEGATIVE
10427,NEGATIVE
10428,NEGATIVE
10429,NEGATIVE
10430,NEGATIVE
10431,NEGATIVE
10432,NEGATIVE
10433,NEGATIVE
10434,NEGATIVE
10435,NEGATIVE
10436,NEGATIVE
10437,NEGATIVE
10438,NEGATIVE
10439,NEGATIVE
10440,NEGATIVE
10441,NEGATIVE
10442,NEGATIVE
10443,NEGATIVE
10444,NEGATIVE
10445,NEGATIVE
10446,NEGATIVE
10447,NEGATIVE
10448,NEGATIVE
10449,NEGATIVE
10450,NEGATIVE
10451,NEGATIVE
10452,NEGATIVE
10453,NEGATIVE
10454,NEGATIVE
10455,NEGATIVE
10456,NEGATIVE
10457,NEGATIVE
10458,NEGATIVE
10459,NEGATIVE
10460,NEGATIVE
10461,NEGATIVE
10462,NEGATIVE
10463,NEGATIVE
10464,NEGATIVE
10465,NEGATIVE
10466,NEGATIVE
10467,NEGATIVE
10468,NEGATIVE
10469,NEGATIVE
10470,NEGATIVE
10471,NEGATIVE
10472,NEGATIVE
10473,NEGATIVE
10474,NEGATIVE
10475,NEGATIVE
10476,NEGATIVE
10477,NEGATIVE
10478,NEGATIVE
10479,NEGATIVE
10480,NEGATIVE
10481,NEGATIVE
10482,NEGATIVE
10483,NEGATIVE
10484,NEGATIVE
10485,NEGATIVE
10486,NEGATIVE
10487,NEGATIVE
10488,NEGATIVE
10489,NEGATIVE
10490,NEGATIVE
10491,NEGATIVE
10492,NEGATIVE
10493,NEGATIVE
10494,NEGATIVE
10495,NEGATIVE
10496,NEGATIVE
10497,NEGATIVE
10498,NEGATIVE
10499,NEGATIVE
10500,NEGATIVE
10501,NEGATIVE
10502,NEGATIVE
10503,NEGATIVE
10504,NEGATIVE
10505,NEGATIVE
10506,NEGATIVE
10507,NEGATIVE
10508,NEGATIVE
10509,NEGATIVE
10510,NEGATIVE
10511,NEGATIVE
10512,NEGATIVE
10513,NEGATIVE
10514,NEGATIVE
10515,NEGATIVE
10516,NEGATIVE
10517,NEGATIVE
10518,NEGATIVE
10519,NEGATIVE
10520,NEGATIVE
10521,NEGATIVE
10522,NEGATIVE
10523,NEGATIVE
10524,NEGATIVE
10525,NEGATIVE
10526,NEGATIVE
10527,NEGATIVE
10528,NEGATIVE
10529,NEGATIVE
10530,NEGATIVE
10531,NEGATIVE
10532,NEGATIVE
10533,NEGATIVE
10534,NEGATIVE
10535,NEGATIVE
10536,NEGATIVE
10537,NEGATIVE
10538,NEGATIVE
10539,NEGATIVE
10540,NEGATIVE
10541,NEGATIVE
10542,NEGATIVE
10543,NEGATIVE
10544,NEGATIVE
10545,NEGATIVE
10546,NEGATIVE
10547,NEGATIVE
10548,NEGATIVE
10549,NEGATIVE
10550,NEGATIVE
10551,NEGATIVE
10552,NEGATIVE
10553,NEGATIVE
10554,NEGATIVE
10555,NEGATIVE
10556,NEGATIVE
10557,NEGATIVE
10558,NEGATIVE
10559,NEGATIVE
10560,NEGATIVE
10561,NEGATIVE
10562,NEGATIVE
10563,NEGATIVE
10564,NEGATIVE
10565,NEGATIVE
10566,NEGATIVE
10567,NEGATIVE
10568,NEGATIVE
10569,NEGATIVE
10570,NEGATIVE
10571,NEGATIVE
10572,NEGATIVE
10573,NEGATIVE
10574,NEGATIVE
10575,NEGATIVE
10576,NEGATIVE
10577,NEGATIVE
10578,NEGATIVE
10579,NEGATIVE
10580,NEGATIVE
10581,NEGATIVE
10582,NEGATIVE
10583,NEGATIVE
10584,NEGATIVE
10585,NEGATIVE
10586,NEGATIVE
10587,NEGATIVE
10588,NEGATIVE
10589,NEGATIVE
10590,NEGATIVE
10591,NEGATIVE
10592,NEGATIVE
10593,NEGATIVE
10594,NEGATIVE
10595,NEGATIVE
10596,NEGATIVE
10597,NEGATIVE
10598,NEGATIVE
10599,NEGATIVE
10600,NEGATIVE
10601,NEGATIVE
10602,NEGATIVE
10603,NEGATIVE
10604,NEGATIVE
10605,NEGATIVE
10606,NEGATIVE
10607,NEGATIVE
10608,NEGATIVE
10609,NEGATIVE
10610,NEGATIVE
10611,NEGATIVE
10612,NEGATIVE
10613,NEGATIVE
10614,NEGATIVE
10615,NEGATIVE
10616,NEGATIVE
10617,NEGATIVE
10618,NEGATIVE
10619,NEGATIVE
10620,NEGATIVE
10621,NEGATIVE
10622,NEGATIVE
10623,NEGATIVE
10624,NEGATIVE
10625,NEGATIVE
10626,NEGATIVE
10627,NEGATIVE
10628,NEGATIVE
10629,NEGATIVE
10630,NEGATIVE
10631,NEGATIVE
10632,NEGATIVE
10633,NEGATIVE
10634,NEGATIVE
10635,NEGATIVE
10636,NEGATIVE
10637,NEGATIVE
10638,NEGATIVE
10639,NEGATIVE
10640,NEGATIVE
10641,NEGATIVE
10642,NEGATIVE
10643,NEGATIVE
10644,NEGATIVE
10645,NEGATIVE
10646,NEGATIVE
10647,NEGATIVE
